,Institution,Faculty Name,Field,HomePage,Research Interests,Scholar Url,h_index,i10_index,Image
273,Indian Institute of Technology Guwahati,Subrata K Majumder,Chemical Engineering Centre for the Environment Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=Subrata%20K-Majumder&fac=b1k1Y0JmMWFQR3Q1VXRlNDhGWUQ4QT09,"Process Intensification in Chemical Processes , Intensification in environmental process system , Micro-nano bubble science and technology and its application , Microchannel-based and Jet driven gas-aided extraction , Mineral Beneficiation , Enhanced Oil Recovery by Micro-nanobubble , Multiphase Flow and Reactor Development",https://scholar.google.co.in/citations?user=9Z4kD-sAAAAJ,69,173,https://iitg.ac.in/storage/faculty/1208faculty.JPG
274,Indian Institute of Technology Guwahati,Sudip Talukdar,Civil Engineering,https://iitg.ac.in/iitg_faculty_details?name=Sudip-Talukdar&fac=OGxoUW92WVpvQWJqZUNHMGVjTzkvZz09,* Structural Dynamics * Bridge Engineering * Wind induce vibration & control * Non destructive technique,https://scholar.google.co.in/citations?user=qLpeiskAAAAJ,6,4,https://iitg.ac.in/storage/faculty/190faculty.JPG
275,Indian Institute of Technology Guwahati,Sukanta Pati,Mathematics,https://iitg.ac.in/iitg_faculty_details?name=Sukanta-Pati&fac=aytOVmRtbnlnS0V5ZU1RVktXL0didz09,Broad area ` Combinatorial Matrix Theorey ’ and more specifically ` Spectral Graph Theory ’ .,https://scholar.google.co.in/citations?user=nQC03gQAAAAJ,19,26,https://iitg.ac.in/storage/faculty/358sup-maths.jpg
276,Indian Institute of Technology Guwahati,Sukanya Sharma,Humanities and Social Sciences Centre for Linguistic Science and Technology Centre for Indian Knowledge Systems,https://iitg.ac.in/iitg_faculty_details?name=Sukanya%20Sharma-&fac=MXJaMlBEY2I3dHBhd1hQWTRpL3NEZz09,Archaeology Cultural Studies,https://scholar.google.co.in/citations?user=6fVnNiAAAAAJ,19,32,https://iitg.ac.in/storage/faculty/7330faculty.JPG
277,Indian Institute of Technology Guwahati,Sukhomay Pal,Mechanical Engineering School of Business,https://iitg.ac.in/iitg_faculty_details?name=Sukhomay-Pal&fac=cHZpOGFDazhkRG16VCtiSUk3SWxyUT09,Welding Process Monitoring and Control | Non-Conventional Machining Process | Application of Artificial Neural Network | Tool Condition Monitoring | Genetic Algorithms and Fuzzy logic in manufacturing |,https://scholar.google.co.in/citations?user=3u2qgMcAAAAJ,24,44,https://iitg.ac.in/storage/faculty/5031001.jpg
278,Indian Institute of Technology Guwahati,Sukumar Nandi,Computer Science and Engineering Centre for Linguistic Science and Technology Centre for Drone Technology,https://iitg.ac.in/iitg_faculty_details?name=Sukumar-Nandi&fac=d0M4T0VRN2VQcG5QNUhKdzVtUjZZQT09,"Computer Networks , Computer and Network Security , Data mining , Machine Learning , VLSI , Computer Architecture , Computational Linguistics",https://scholar.google.co.in/citations?user=ChtruacAAAAJ,36,147,https://iitg.ac.in/storage/faculty/9884faculty.JPG
279,Indian Institute of Technology Guwahati,Sumana Dutta,Chemistry,https://iitg.ac.in/iitg_faculty_details?name=Sumana-Dutta&fac=VnRaUktYN3EvR09kY2Rra2txNnJWUT09,Experimental & amp ; Theoretical Physical Chemistry / Self-organization and Nonlinear dynamic .,https://scholar.google.co.in/citations?user=HSRALWQAAAAJ,21,44,https://iitg.ac.in/storage/faculty/3519faculty.JPG
280,Indian Institute of Technology Guwahati,Suresh A. Kartha,Civil Engineering Centre for Sustainable Water Research,https://iitg.ac.in/iitg_faculty_details?name=Suresh-A.%20Kartha&fac=RmZ0dHNkek1aOG1URE5VZ09MN1FYZz09,* Flow and transport through porous medium * Heap leach * Hydrology * Numerical Modeling,https://scholar.google.co.in/citations?user=isPyuFYAAAAJ,71,161,https://iitg.ac.in/storage/faculty/8101faculty.JPG
281,Indian Institute of Technology Guwahati,Sushanta Karmakar,Computer Science and Engineering,https://iitg.ac.in/iitg_faculty_details?name=Sushanta-Karmakar&fac=MS9QMHh6alErNnVOT2JvNkNxSFpRUT09,"Graph Algorithms , Distributed Optimization",https://scholar.google.co.in/citations?user=OsTpMV8AAAAJ,14,21,https://iitg.ac.in/storage/faculty/1444faculty.JPG
282,Indian Institute of Technology Guwahati,Swaroop Nandan Bora,Mathematics,https://iitg.ac.in/iitg_faculty_details?name=Swaroop%20Nandan-Bora&fac=Qkk2N1YzS212Y3Y5Q1Q0RC9vckp2QT09,"Water Wave Mechanics , River Mechanics , Sloshing Dynamics , Flow through Porous Media , Differential Equation , Fractional Differential Equation .",https://scholar.google.co.in/citations?user=HT5yy28AAAAJ,16,33,https://iitg.ac.in/storage/faculty/2555snb-maths.jpg
283,Indian Institute of Technology Guwahati,Swarup Bag,Mechanical Engineering,https://iitg.ac.in/iitg_faculty_details?name=Swarup-Bag&fac=QUZvNmNaSVFsZUtIeWk5NVJIdnpUZz09,Finite Element Method | Residual stress and distortion | Heat transfer and fluid flow in fusion weld | Recrystallization in hot metal form process | Fusion welding process | Optimization in manufacture process | Laser microjoining |,https://scholar.google.co.in/citations?user=dfvFBBMAAAAJ,54,139,https://iitg.ac.in/storage/faculty/9969img.jpg
284,Indian Institute of Technology Guwahati,T. V. Bharat,Civil Engineering Centre for Indian Knowledge Systems Centre for Disaster Management and Research Centre for Sustainable Water Research Centre for Drone Technology,https://iitg.ac.in/iitg_faculty_details?name=T.-V.%20Bharat&fac=RGlPQkNiTHlBK0ZzRVBwcU5pclg2dz09,* Behavior of unsaturated soil during infiltration & drainage * Settlement behavior of ultra-soft soil and mine tailing * Contaminant transport through landfill liner * Mineralogical aspect of clay * Inverse analysis of geotechnical & geoenvironmental engineering problem,https://scholar.google.co.in/citations?user=qOl1YgEAAAAJ,61,176,https://iitg.ac.in/storage/faculty/7319faculty.JPG
